,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Label,Sep
4900,-0.719,-3.154,-1.458,-276.001,-60.974,29.602,3,0
4901,-0.248,-0.95,-1.299,157.959,-56.03,-30.518,3,0
4902,-0.123,-0.459,-1.565,215.332,-15.991,-26.794,3,0
4903,0.193,0.155,-0.97,61.646,38.574,6.104,3,0
4904,0.067,-0.238,-0.828,-12.634,78.552,32.654,3,0
4905,-0.083,-0.662,-0.744,-50.903,97.656,30.64,3,0
4906,-0.291,-1.168,-0.685,18.799,47.241,-3.784,3,0
4907,-0.4,-1.135,-0.794,102.966,-28.015,-33.203,3,0
4908,-0.358,-1.008,-0.903,144.043,-61.768,-39.856,3,0
4909,-0.156,-0.977,-1.086,184.021,-83.984,-42.48,3,0
4910,-0.079,-0.964,-1.174,192.139,-76.416,-42.969,3,0
4911,0.061,-0.899,-1.235,164.49,-49.805,-45.471,3,0
4912,0.118,-0.893,-1.275,111.45,-9.277,-45.898,3,0
4913,0.174,-0.902,-1.293,75.378,27.344,-41.199,3,0
4914,0.212,-1.145,-1.318,53.406,88.989,-47.363,3,0
4915,0.153,-1.269,-1.351,93.628,112.183,-45.776,3,0
4916,0.065,-1.426,-1.19,153.625,121.826,-59.937,3,0
4917,0.005,-1.354,-1.131,178.284,108.093,-72.083,3,0
4918,-0.009,-1.312,-1.035,174.988,101.318,-79.163,3,0
4919,0.03,-1.346,-0.902,162.659,89.111,-87.891,3,0
4920,0.057,-1.349,-0.844,153.503,91.125,-101.99,3,0
4921,0.077,-1.272,-0.723,147.034,98.45,-114.38,3,0
4922,0.092,-1.252,-0.641,143.555,102.234,-119.568,3,0
4923,0.099,-1.226,-0.582,136.169,104.004,-126.343,3,0
4924,0.063,-1.173,-0.488,128.479,103.271,-129.517,3,0
4925,0.057,-1.151,-0.421,127.014,99.182,-133.789,3,0
4926,0.124,-1.017,-0.285,120.789,89.233,-139.771,3,0
4927,0.154,-0.925,-0.224,107.91,80.261,-143.799,3,0
4928,0.177,-0.848,-0.196,86.487,68.665,-143.127,3,0
4929,0.152,-0.736,-0.185,67.932,60.242,-132.141,3,0
4930,0.143,-0.684,-0.196,51.636,53.406,-114.075,3,0
4931,0.144,-0.64,-0.203,42.908,49.805,-104.431,3,0
4932,0.133,-0.603,-0.198,36.743,48.462,-93.872,3,0
4933,0.13,-0.588,-0.192,37.72,47.485,-84.839,3,0
4934,0.092,-0.562,-0.154,40.1,41.443,-78.308,3,0
4935,0.095,-0.567,-0.124,46.753,29.663,-75.256,3,0
4936,0.093,-0.539,-0.121,48.767,21.79,-73.181,3,0
4937,0.092,-0.457,-0.07,52.856,9.644,-62.866,3,0
4938,0.114,-0.429,-0.055,50.293,-0.305,-54.626,3,0
4939,0.13,-0.43,-0.056,41.992,-2.441,-43.518,3,0
4940,0.129,-0.434,-0.042,34.241,-2.075,-36.682,3,0
4941,0.122,-0.476,-0.015,29.541,-3.601,-29.663,3,0
4942,0.128,-0.627,0.091,34.485,-6.592,-23.193,3,0
4943,0.153,-0.69,0.146,48.523,-11.475,-20.996,3,0
4944,0.193,-0.748,0.335,56.641,-20.63,-23.132,3,0
4945,0.164,-0.762,0.384,59.509,-31.616,-16.418,3,0
4946,0.148,-0.817,0.45,48.95,-60.486,0.977,3,0
4947,0.184,-0.999,0.509,37.354,-93.689,18.188,3,0
4948,0.229,-1.052,0.479,24.109,-116.76,17.944,3,0
4949,0.285,-1.148,0.344,20.264,-129.761,-2.38,3,0
4950,0.285,-1.175,0.271,27.527,-134.216,-16.724,3,1
4951,0.262,-1.167,0.185,50.659,-141.113,-28.687,3,0
4952,0.264,-1.011,0.015,69.336,-146.606,-29.968,3,0
4953,0.287,-0.948,-0.043,72.021,-143.433,-26.917,3,0
4954,0.318,-0.921,-0.082,72.693,-136.414,-21.79,3,0
4955,0.376,-0.851,-0.157,69.641,-123.23,-11.414,3,0
4956,0.39,-0.827,-0.184,58.96,-110.718,-3.174,3,0
4957,0.391,-0.84,-0.199,53.772,-101.807,0.305,3,0
4958,0.405,-0.854,-0.197,62.927,-96.802,0.0,3,0
4959,0.41,-0.859,-0.198,74.097,-95.398,0.488,3,0
4960,0.366,-0.806,-0.208,84.167,-98.328,2.747,3,0
4961,0.359,-0.806,-0.195,85.938,-104.919,5.31,3,0
4962,0.352,-0.828,-0.151,82.031,-109.375,2.563,3,0
4963,0.392,-0.817,-0.14,82.336,-111.694,-3.967,3,0
4964,0.402,-0.809,-0.143,86.853,-117.371,-12.146,3,0
4965,0.423,-0.764,-0.145,90.759,-125.366,-8.667,3,0
4966,0.397,-0.745,-0.159,83.679,-133.423,0.549,3,0
4967,0.365,-0.742,-0.227,62.073,-138.733,8.667,3,0
4968,0.356,-0.769,-0.26,43.091,-140.625,7.446,3,0
4969,0.378,-0.787,-0.299,25.757,-141.052,-2.258,3,0
4970,0.429,-0.814,-0.322,23.682,-136.78,-8.972,3,0
